8471,0.37,-0.36,0.82,2.08,0.09,1.84,0,0,rash_turn
9553,0.37,-0.35,0.81,1.89,0.44,2.17,0,0,rash_turn
10628,0.37,-0.35,0.80,1.99,0.51,2.11,0,0,rash_turn
11702,0.37,-0.35,0.82,1.88,0.44,2.44,0,0,rash_turn
12777,0.37,-0.36,0.81,1.50,1.61,3.48,0,0,rash_turn
13851,0.38,-0.35,0.81,2.18,2.68,4.24,0,0,rash_turn
14926,0.37,-0.36,0.80,0.97,2.86,5.33,0,0,rash_turn
16001,0.37,-0.36,0.82,0.86,3.07,5.59,0,0,rash_turn
17075,0.38,-0.36,0.82,0.99,2.80,4.87,0,0,rash_turn
18150,0.38,-0.35,0.81,0.56,3.06,5.26,0,0,rash_turn
19228,0.38,-0.35,0.80,-0.53,3.76,5.95,0,0,rash_turn
20302,0.37,-0.36,0.81,-0.05,1.74,4.40,0,0,rash_turn
21378,0.36,-0.36,0.82,0.02,1.44,3.90,0,0,rash_turn
22452,0.36,-0.36,0.81,0.39,2.27,4.24,0,0,rash_turn
23526,0.36,-0.36,0.81,0.16,2.43,4.77,0,0,rash_turn
24601,0.37,-0.36,0.81,0.33,2.72,5.00,0,0,rash_turn
25675,0.36,-0.36,0.80,-0.23,3.11,6.04,0,0,rash_turn
26750,0.37,-0.37,0.81,-0.11,2.58,5.41,0,0,rash_turn
27825,0.37,-0.36,0.82,0.27,3.64,5.01,0,0,rash_turn
28899,0.36,-0.36,0.82,0.21,3.38,4.74,0,0,normal_driving
29977,0.37,-0.36,0.82,0.27,3.01,4.36,0,0,rash_turn
31051,0.37,-0.36,0.83,0.37,2.88,3.99,0,0,normal_turn
32125,0.36,-0.36,0.82,0.44,2.59,3.51,0,0,normal_turn
33201,0.36,-0.36,0.81,-0.13,2.85,4.14,0,0,normal_turn
34275,0.37,-0.35,0.82,-1.10,1.29,3.44,0,0,rash_turn
35349,0.35,-0.34,0.84,-1.29,1.40,3.17,0,0,rash_turn
36424,0.37,-0.35,0.81,-0.81,1.51,2.96,0,0,normal_turn
37498,0.37,-0.36,0.82,-0.99,2.06,3.59,0,0,rash_turn
38573,0.36,-0.37,0.80,-0.93,2.07,3.71,0,0,normal_turn
39648,0.36,-0.36,0.81,-0.36,2.91,3.56,0,0,rash_turn
40726,0.36,-0.36,0.82,-0.70,2.44,3.23,0,0,rash_turn
41800,0.36,-0.37,0.82,-0.92,2.81,4.06,0,0,rash_turn
42874,0.36,-0.36,0.82,0.16,5.89,4.81,0,0,rash_turn
43950,0.36,-0.36,0.81,0.26,5.94,4.75,0,0,rash_turn
45024,0.37,-0.36,0.81,0.28,6.11,4.26,0,0,rash_turn
46099,0.37,-0.36,0.81,0.58,6.58,4.50,0,0,rash_turn
47173,0.35,-0.36,0.82,0.82,6.28,4.44,0,0,rash_turn
48247,0.22,-0.46,0.84,-20.33,26.35,-22.77,0,0,rash_turn
49323,-0.01,-0.78,0.55,-28.35,11.28,-26.82,0,0,rash_turn
50401,-0.06,-0.85,0.53,-40.66,7.32,-39.16,0,0,rash_turn
51476,0.01,-0.79,0.57,-38.54,49.22,-2.80,0,0,rash_turn
52550,-0.02,-0.80,0.52,-37.78,51.45,-0.46,0,0,rash_turn
53638,-0.04,-0.80,0.55,-39.09,51.77,-0.15,0,0,rash_turn
54720,-0.04,-0.80,0.52,-38.14,51.90,0.35,0,0,rash_turn
55795,-0.06,-0.79,0.53,-39.61,51.11,0.59,0,0,rash_turn
56869,-0.10,-0.79,0.55,-39.45,51.12,1.00,0,0,rash_turn
57945,-0.10,-0.79,0.55,-42.07,52.79,2.87,0,0,rash_turn
59019,-0.10,-0.78,0.53,-39.34,46.00,-2.82,0,0,rash_turn
60097,-0.13,-0.79,0.52,-39.39,39.88,-6.25,0,0,normal_driving
61172,-0.16,-0.79,0.53,-38.01,43.57,-2.21,0,0,normal_driving
62246,-0.17,-0.79,0.53,-38.22,42.43,-2.99,0,0,normal_driving
63322,-0.17,-0.79,0.52,-37.13,43.17,-2.69,0,0,normal_driving
64396,-0.17,-0.78,0.52,-35.85,42.54,-3.12,0,0,normal_driving
65471,-0.19,-0.77,0.53,-35.98,42.67,-3.13,0,0,normal_driving
66545,-0.19,-0.78,0.52,-36.58,42.14,-3.11,0,0,normal_driving
67620,-0.20,-0.78,0.53,-36.66,42.07,-3.33,0,0,normal_driving
68695,-0.20,-0.78,0.53,-36.59,43.01,-2.92,0,0,normal_driving
69773,-0.21,-0.77,0.52,-36.52,43.22,-2.74,0,0,normal_driving
70847,-0.22,-0.77,0.52,-36.07,43.63,-2.16,0,0,normal_driving
71922,-0.20,-0.78,0.52,-36.43,45.91,0.59,0,0,rash_turn
72996,-0.23,-0.77,0.51,-36.54,46.69,1.69,0,0,normal_turn
74072,-0.23,-0.77,0.51,-36.73,47.37,2.24,0,0,normal_turn
75146,-0.24,-0.77,0.51,-36.88,48.01,2.85,0,0,normal_turn
76221,-0.24,-0.78,0.51,-37.12,48.56,3.34,0,0,normal_turn
77295,-0.24,-0.77,0.51,-37.10,48.21,2.97,0,0,normal_turn
78373,-0.25,-0.76,0.51,-37.29,49.25,4.17,0,0,normal_turn
79448,-0.25,-0.77,0.51,-37.44,50.16,5.21,0,0,normal_turn
80523,-0.25,-0.77,0.50,-36.86,48.04,3.15,0,0,normal_turn
81597,-0.25,-0.77,0.52,-36.35,46.31,0.14,0,0,normal_turn
82672,-0.26,-0.77,0.48,-35.60,46.32,0.72,0,0,rash_turn
83746,-0.27,-0.77,0.48,-35.52,47.76,2.17,0,0,rash_driving
84822,-0.29,-0.77,0.48,-35.76,47.63,2.06,0,0,rash_driving
85896,-0.29,-0.77,0.48,-36.38,49.00,3.89,0,0,rash_driving
86971,-0.29,-0.77,0.48,-36.67,49.09,3.49,0,0,rash_driving
88060,-0.29,-0.77,0.49,-37.12,48.42,2.75,0,0,rash_driving
89137,-0.29,-0.76,0.48,-36.49,46.93,1.26,0,0,rash_driving
90214,-0.31,-0.77,0.48,-36.24,46.25,0.59,0,0,rash_driving
91290,-0.30,-0.77,0.48,-36.17,47.03,1.47,0,0,rash_driving
92367,-0.31,-0.77,0.48,-35.00,46.70,0.82,0,0,rash_driving
93444,-0.34,-0.80,0.54,-25.98,47.61,2.19,0,0,rash_driving
94521,-0.34,-0.78,0.47,-23.85,46.34,1.44,0,0,rash_driving
95597,-0.31,-0.76,0.47,-23.24,45.42,0.76,0,0,rash_driving
96674,-0.32,-0.77,0.50,-21.97,52.42,9.22,0,0,rash_turn
97755,-0.27,-0.78,0.47,-22.33,54.01,11.15,0,0,rash_turn
98832,-0.29,-0.78,0.47,-22.65,53.96,11.39,0,0,rash_turn
99909,-0.30,-0.77,0.47,-23.26,53.81,12.48,0,0,rash_turn
100985,-0.31,-0.78,0.48,-23.07,53.31,11.88,0,0,rash_turn
102063,-0.22,-0.77,0.48,-19.83,54.47,7.86,0,0,rash_turn
103140,-0.37,-0.72,0.53,-7.67,34.85,-6.62,0,0,rash_turn
104217,-0.10,-0.71,0.62,-7.45,34.70,-6.54,0,0,rash_turn
105293,-0.08,-0.70,0.63,-6.92,34.30,-6.94,0,0,rash_turn
106371,-0.09,-0.71,0.63,-6.43,34.54,-7.28,0,0,rash_turn
107451,-0.08,-0.70,0.63,-5.88,34.93,-7.24,0,0,rash_turn
108528,-0.07,-0.70,0.64,-6.42,33.02,-8.91,0,0,rash_turn
109604,-0.08,-0.70,0.65,-6.41,32.75,-9.31,0,0,rash_turn
110682,-0.11,-0.70,0.61,-15.32,37.91,0.36,0,0,rash_turn
111759,-0.37,-0.76,0.43,-16.63,38.63,1.60,0,0,rash_turn
112835,-0.39,-0.74,0.43,-20.69,42.64,7.03,0,0,rash_turn
113912,-0.48,-0.75,0.38,-21.47,44.26,8.46,0,0,rash_turn
114990,-0.49,-0.74,0.35,-18.82,43.99,6.92,0,0,rash_turn
116067,-0.37,-0.76,0.57,3.85,-12.14,-37.10,0,0,rash_turn
117147,-0.19,-0.72,0.61,5.11,-15.43,-42.00,0,0,rash_turn
118243,-0.16,-0.72,0.59,0.33,-16.98,-40.68,0,0,rash_turn
119320,-0.10,-0.74,0.60,4.20,-15.89,-38.49,0,0,rash_turn
120397,-0.12,-0.71,0.62,3.69,-16.33,-39.21,0,0,rash_turn
121475,-0.11,-0.71,0.61,4.47,-17.83,-41.27,0,0,rash_turn
122551,-0.09,-0.72,0.63,5.64,-19.97,-44.07,0,0,rash_turn
Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate,SpO2,Annotation
